n_folds,test_score,train_score,arch,fixed_parameters
4,0.4132,0.632,"[4, 4, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.632,"[4, 4, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4158,0.6311,"[4, 4, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.6211,0.4867,"[4, 5, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.3895,0.5114,"[4, 5, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4211,0.6333,"[4, 5, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.632,"[4, 5, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5105,0.5527,"[4, 5, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.3974,0.436,"[4, 5, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4079,0.6376,"[4, 5, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4474,0.5959,"[4, 5, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4632,0.5861,"[4, 5, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4553,0.6259,"[4, 5, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4316,0.4681,"[4, 5, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.6211,0.4867,"[4, 6, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.3921,0.4325,"[4, 6, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.3895,0.56,"[4, 6, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4289,0.4675,"[4, 6, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5711,0.5325,"[4, 6, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4053,0.637,"[4, 6, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4395,0.5469,"[4, 6, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4526,0.5599,"[4, 6, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4237,0.6353,"[4, 6, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4184,0.6144,"[4, 6, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.3842,0.5146,"[4, 6, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5526,0.6099,"[4, 7, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4158,0.632,"[4, 7, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4816,0.6248,"[4, 7, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.632,"[4, 7, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.632,"[4, 7, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4158,0.4761,"[4, 7, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4237,0.5192,"[4, 7, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4711,0.6287,"[4, 7, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4237,0.6326,"[4, 7, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4342,0.5728,"[4, 7, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.632,"[4, 7, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5526,0.6099,"[4, 9, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5526,0.6099,"[4, 9, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4316,0.5547,"[4, 9, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.6026,0.564,"[4, 9, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4921,0.5146,"[4, 9, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4316,0.5834,"[4, 9, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4737,0.621,"[4, 9, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4763,0.5532,"[4, 9, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4474,0.4399,"[4, 9, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4447,0.6346,"[4, 9, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5158,0.6151,"[4, 9, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5526,0.6099,"[4, 14, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.3789,0.5133,"[4, 14, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.632,"[4, 14, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4474,0.3901,"[4, 14, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5526,0.6099,"[4, 14, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4105,0.6244,"[4, 14, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5579,0.5951,"[4, 14, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.632,"[4, 14, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4263,0.6376,"[4, 14, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.632,"[4, 14, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4895,0.6405,"[4, 14, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4263,0.5547,"[4, 28, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.45,0.5434,"[4, 28, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4316,0.5547,"[4, 28, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4632,0.5407,"[4, 28, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5316,0.5484,"[4, 28, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4421,0.6313,"[4, 28, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4263,0.6207,"[4, 28, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.45,0.3914,"[4, 28, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4368,0.5555,"[4, 28, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.632,"[4, 28, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4395,0.5462,"[4, 28, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4342,0.6313,"[4, 56, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4053,0.5133,"[4, 56, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4474,0.63,"[4, 56, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4289,0.6285,"[4, 56, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4,0.6329,"[4, 56, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4289,0.5406,"[4, 56, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.3842,0.509,"[4, 56, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4605,0.63,"[4, 56, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5316,0.5475,"[4, 56, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4605,0.589,"[4, 56, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4184,0.6341,"[4, 56, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5526,0.6099,"[4, 84, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.632,"[4, 84, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.3789,0.5133,"[4, 84, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.632,"[4, 84, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.45,0.5948,"[4, 84, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5289,0.5864,"[4, 84, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.632,"[4, 84, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4158,0.496,"[4, 84, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4737,0.5501,"[4, 84, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5526,0.609,"[4, 84, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.632,"[4, 84, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5526,0.6099,"[5, 2, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4316,0.5547,"[5, 2, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4289,0.4675,"[5, 2, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4316,0.5547,"[5, 2, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.632,"[5, 2, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4316,0.5547,"[5, 2, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.632,"[5, 2, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5526,0.6099,"[5, 2, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.632,"[5, 2, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.632,"[5, 2, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4211,0.6285,"[5, 2, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.3789,0.5133,"[5, 3, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.632,"[5, 3, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.3789,0.5133,"[5, 3, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.6026,0.564,"[5, 3, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.3789,0.5133,"[5, 3, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.55,0.6048,"[5, 3, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4868,0.5108,"[5, 3, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.632,"[5, 3, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4368,0.6242,"[5, 3, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5526,0.6099,"[5, 3, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4526,0.6225,"[5, 3, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5711,0.5325,"[5, 4, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5711,0.5325,"[5, 4, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4289,0.4675,"[5, 4, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5,0.5534,"[5, 4, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.632,"[5, 4, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.6053,0.5489,"[5, 4, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.632,"[5, 4, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.632,"[5, 4, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.632,"[5, 4, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4684,0.6307,"[5, 4, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4263,0.6422,"[5, 4, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4316,0.5547,"[5, 5, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.3816,0.5114,"[5, 5, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4342,0.6287,"[5, 5, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.6355,"[5, 5, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.3895,0.5004,"[5, 5, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.55,0.5986,"[5, 5, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.3789,0.5133,"[5, 5, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4711,0.6355,"[5, 5, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5132,0.6279,"[5, 5, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4316,0.5547,"[5, 5, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4842,0.556,"[5, 5, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.3789,0.5133,"[5, 6, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4158,0.6327,"[5, 6, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5526,0.6099,"[5, 6, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5711,0.5325,"[5, 6, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5316,0.486,"[5, 6, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5763,0.5395,"[5, 6, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4053,0.6036,"[5, 6, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4447,0.4843,"[5, 6, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4895,0.554,"[5, 6, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4211,0.5972,"[5, 6, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4632,0.637,"[5, 6, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4711,0.5101,"[5, 7, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5526,0.6099,"[5, 7, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.3789,0.5133,"[5, 7, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.632,"[5, 7, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.3842,0.5142,"[5, 7, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4632,0.5861,"[5, 7, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.3789,0.5133,"[5, 7, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4289,0.4675,"[5, 7, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4579,0.6087,"[5, 7, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5474,0.6086,"[5, 7, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4658,0.6287,"[5, 7, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4237,0.6371,"[5, 9, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5026,0.5625,"[5, 9, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4316,0.5555,"[5, 9, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4763,0.5674,"[5, 9, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4211,0.6198,"[5, 9, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.3789,0.5142,"[5, 9, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5553,0.6111,"[5, 9, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4158,0.6294,"[5, 9, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4605,0.6263,"[5, 9, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5316,0.6248,"[5, 9, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4947,0.6159,"[5, 9, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4316,0.5547,"[5, 14, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4316,0.5547,"[5, 14, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4316,0.5547,"[5, 14, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5184,0.4912,"[5, 14, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4316,0.5547,"[5, 14, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4658,0.6285,"[5, 14, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.6211,0.4867,"[5, 14, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5711,0.5325,"[5, 14, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.3816,0.5133,"[5, 14, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4237,0.6353,"[5, 14, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4684,0.5764,"[5, 14, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5316,0.5036,"[5, 28, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4632,0.5861,"[5, 28, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4421,0.63,"[5, 28, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4816,0.4914,"[5, 28, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4132,0.632,"[5, 28, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4632,0.5861,"[5, 28, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4789,0.6357,"[5, 28, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4974,0.4373,"[5, 28, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4789,0.6149,"[5, 28, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5,0.6307,"[5, 28, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4711,0.5612,"[5, 28, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5711,0.5325,"[5, 56, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.3974,0.436,"[5, 56, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5526,0.6099,"[5, 56, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4263,0.6259,"[5, 56, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4316,0.5581,"[5, 56, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4447,0.619,"[5, 56, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4158,0.6083,"[5, 56, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4553,0.619,"[5, 56, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.5526,0.6107,"[5, 56, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
4,0.4316,0.6427,"[5, 56, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.1, 'max_iter': 500}"
