n_folds,test_score,train_score,arch,fixed_parameters
3,0.2768,0.4959,"[4, 4, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2853,0.4283,"[4, 4, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3079,0.4653,"[4, 4, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2627,0.3848,"[4, 5, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3729,0.4119,"[4, 5, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2712,0.2745,"[4, 5, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2797,0.407,"[4, 5, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.339,0.4391,"[4, 5, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2797,0.407,"[4, 5, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3107,0.4723,"[4, 5, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3107,0.4602,"[4, 5, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3136,0.4691,"[4, 5, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.322,0.4708,"[4, 5, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3164,0.4765,"[4, 5, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.274,0.2618,"[4, 6, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.4068,0.412,"[4, 6, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3079,0.4653,"[4, 6, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3079,0.4653,"[4, 6, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3814,0.348,"[4, 6, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2881,0.4737,"[4, 6, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2627,0.3269,"[4, 6, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2797,0.4056,"[4, 6, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3249,0.4578,"[4, 6, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3023,0.4207,"[4, 6, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3136,0.4672,"[4, 6, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2797,0.407,"[4, 7, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3079,0.4653,"[4, 7, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2853,0.3141,"[4, 7, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3164,0.4615,"[4, 7, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.322,0.4247,"[4, 7, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3277,0.4394,"[4, 7, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3192,0.4583,"[4, 7, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3559,0.4513,"[4, 7, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3136,0.4681,"[4, 7, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2571,0.3635,"[4, 7, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3079,0.4611,"[4, 7, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3277,0.3757,"[4, 9, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.4096,0.4036,"[4, 9, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3136,0.4737,"[4, 9, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3079,0.4611,"[4, 9, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2514,0.3394,"[4, 9, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3079,0.4667,"[4, 9, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3305,0.3682,"[4, 9, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3446,0.4154,"[4, 9, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2571,0.3342,"[4, 9, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2825,0.3584,"[4, 9, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3079,0.4653,"[4, 9, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2797,0.407,"[4, 14, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.322,0.4681,"[4, 14, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3446,0.3943,"[4, 14, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3107,0.4653,"[4, 14, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2994,0.4089,"[4, 14, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2938,0.3598,"[4, 14, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2966,0.4347,"[4, 14, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3023,0.4542,"[4, 14, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3079,0.3775,"[4, 14, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3164,0.4644,"[4, 14, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2797,0.4181,"[4, 14, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2797,0.407,"[4, 28, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3277,0.3757,"[4, 28, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3136,0.4499,"[4, 28, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2881,0.3433,"[4, 28, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3305,0.4597,"[4, 28, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3333,0.4616,"[4, 28, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2825,0.4079,"[4, 28, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3023,0.4532,"[4, 28, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3164,0.4644,"[4, 28, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2938,0.3701,"[4, 28, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2825,0.407,"[4, 28, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3164,0.4219,"[4, 56, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.387,0.3102,"[4, 56, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2542,0.3403,"[4, 56, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2768,0.3389,"[4, 56, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2542,0.2969,"[4, 56, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3164,0.4177,"[4, 56, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3136,0.4976,"[4, 56, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3079,0.4663,"[4, 56, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3333,0.4574,"[4, 56, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3136,0.4219,"[4, 56, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3475,0.3957,"[4, 56, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3079,0.4653,"[4, 84, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2938,0.3888,"[4, 84, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3729,0.1973,"[4, 84, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3446,0.4363,"[4, 84, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3164,0.4219,"[4, 84, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3164,0.421,"[4, 84, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2797,0.3587,"[4, 84, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3362,0.4354,"[4, 84, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3164,0.4737,"[4, 84, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3249,0.3785,"[4, 84, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3277,0.4126,"[4, 84, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2627,0.2969,"[5, 2, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3559,0.3523,"[5, 2, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.4068,0.412,"[5, 2, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3107,0.3808,"[5, 2, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3107,0.4061,"[5, 2, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3079,0.4653,"[5, 2, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.339,0.4391,"[5, 2, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3079,0.4653,"[5, 2, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3164,0.4219,"[5, 2, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3107,0.4471,"[5, 2, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3051,0.4471,"[5, 2, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2853,0.3141,"[5, 3, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3277,0.3757,"[5, 3, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.4153,0.3685,"[5, 3, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.4068,0.2766,"[5, 3, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2712,0.3459,"[5, 3, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3079,0.4653,"[5, 3, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2797,0.407,"[5, 3, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2797,0.407,"[5, 3, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.274,0.3709,"[5, 3, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2768,0.4125,"[5, 3, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3107,0.4555,"[5, 3, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3164,0.4219,"[5, 4, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.4068,0.412,"[5, 4, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.339,0.4391,"[5, 4, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3729,0.3508,"[5, 4, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2881,0.3328,"[5, 4, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.339,0.4391,"[5, 4, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3164,0.4417,"[5, 4, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3362,0.42,"[5, 4, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3333,0.4303,"[5, 4, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3164,0.4756,"[5, 4, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3079,0.4597,"[5, 4, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.339,0.4391,"[5, 5, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2853,0.3141,"[5, 5, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2542,0.3403,"[5, 5, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2797,0.407,"[5, 5, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2599,0.3333,"[5, 5, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.339,0.4391,"[5, 5, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3192,0.4228,"[5, 5, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3051,0.3883,"[5, 5, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3418,0.3981,"[5, 5, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3079,0.4653,"[5, 5, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3277,0.4639,"[5, 5, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3475,0.4386,"[5, 6, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3192,0.3374,"[5, 6, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2881,0.407,"[5, 6, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3785,0.3536,"[5, 6, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3164,0.4219,"[5, 6, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3107,0.4709,"[5, 6, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3192,0.4606,"[5, 6, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2881,0.4598,"[5, 6, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3446,0.4224,"[5, 6, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2627,0.3542,"[5, 6, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3531,0.4391,"[5, 6, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.4068,0.412,"[5, 7, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3333,0.3974,"[5, 7, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.4068,0.412,"[5, 7, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3192,0.3328,"[5, 7, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3136,0.455,"[5, 7, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2655,0.4056,"[5, 7, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3079,0.4653,"[5, 7, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3107,0.4653,"[5, 7, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3192,0.4689,"[5, 7, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3023,0.4116,"[5, 7, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2797,0.4084,"[5, 7, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.339,0.4391,"[5, 9, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3023,0.4597,"[5, 9, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2797,0.407,"[5, 9, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.322,0.4322,"[5, 9, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3107,0.4643,"[5, 9, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3446,0.456,"[5, 9, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3249,0.4681,"[5, 9, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3023,0.4555,"[5, 9, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3277,0.4513,"[5, 9, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3164,0.448,"[5, 9, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2938,0.3991,"[5, 9, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2853,0.3832,"[5, 14, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3107,0.4542,"[5, 14, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3164,0.4322,"[5, 14, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3164,0.4532,"[5, 14, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2938,0.4042,"[5, 14, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.291,0.3917,"[5, 14, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.339,0.4391,"[5, 14, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3277,0.4177,"[5, 14, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3192,0.4588,"[5, 14, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3362,0.4471,"[5, 14, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.322,0.3873,"[5, 14, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3333,0.403,"[5, 28, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3192,0.3374,"[5, 28, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2797,0.407,"[5, 28, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2797,0.407,"[5, 28, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3983,0.4279,"[5, 28, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3192,0.4658,"[5, 28, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3164,0.4705,"[5, 28, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3164,0.4653,"[5, 28, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2994,0.3523,"[5, 28, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.322,0.4219,"[5, 28, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3079,0.3891,"[5, 28, 84]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2797,0.407,"[5, 56, 2]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3079,0.4653,"[5, 56, 3]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3079,0.4653,"[5, 56, 4]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3305,0.4051,"[5, 56, 5]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3192,0.4653,"[5, 56, 6]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2797,0.407,"[5, 56, 7]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.2571,0.3226,"[5, 56, 9]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.291,0.4375,"[5, 56, 14]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.3079,0.4663,"[5, 56, 28]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
3,0.322,0.4303,"[5, 56, 56]","{'acitvation_func': 'relu', 'solver': 'adam', 'alpha': 0.5, 'max_iter': 250}"
